Customer_ID,Age,Gender,Income_Level,Education_Level,Marital_Status,Credit_Score,Monthly_Expenditure,Payment_Default,Card_Type,Transaction_Frequency,Online_Purchase_Ratio,Spending_Category,Transaction_Amount,Monthly_Income,Monthly_Income_INR,Monthly_Expenditure_INR,Transaction_Amount_INR,City_or_State
CUST0001016,65,Male,Low,Bachelor's,Married,334,2871.27,No,Standard,6,0.25,Utilities,478.54,2543.12,211078.96,238315.41,39718.82,Mumbai
CUST0001017,72,Female,Medium,Bachelor's,Single,461,479.68,Yes,Platinum,14,0.62,Healthcare,34.26,6359.91,527872.53,39813.44,2843.58,Madhya Pradesh
CUST0001018,23,Male,Low,Bachelor's,Married,770,896.88,No,Standard,16,0.26,Utilities,56.06,1180.28,97963.24,74441.04,4652.98,Gujarat
CUST0001019,45,Male,Low,Bachelor's,Divorced,830,2001.44,No,Standard,22,0.57,Travel,90.97,1412.88,117269.04,166119.52,7550.51,Kolkata
CUST0001020,34,Female,Low,Bachelor's,Married,722,1009.46,No,Standard,23,0.64,Healthcare,43.89,2542.11,210995.13,83785.18,3642.87,Uttar Pradesh
CUST0001021,22,Male,Medium,Master's,Married,647,3981.89,No,Standard,42,0.9,Groceries,94.81,4978.76,413237.08,330496.87,7869.23,Rajasthan
CUST0001022,48,Male,Medium,Bachelor's,Single,446,2138.74,No,Standard,41,0.12,Travel,52.16,3167.61,262911.63,177515.42,4329.28,Telangana
CUST0001023,22,Female,Low,Master's,Single,673,557.82,No,Standard,31,0.17,Entertainment,17.99,2636.52,218831.16,46299.06,1493.17,Madhya Pradesh
CUST0001024,55,Male,Medium,Bachelor's,Married,715,2473.28,No,Platinum,18,0.16,Dining,137.4,3513.77,291642.91,205282.24,11404.2,Gujarat
CUST0001025,20,Female,Medium,High School,Single,793,545.11,No,Standard,49,0.42,Dining,11.12,3687.89,306094.87,45244.13,922.96,Tamil Nadu
CUST0001026,70,Male,Low,Bachelor's,Married,555,731.79,No,Standard,38,0.76,Online Shopping,19.26,1167.23,96880.09,60738.57,1598.58,Maharashtra
CUST0001027,40,Female,Medium,Bachelor's,Single,402,1274.09,Yes,Gold,6,0.78,Groceries,212.35,6434.97,534102.51,105749.47,17625.05,Punjab
CUST0001028,54,Male,Medium,Master's,Married,420,4311.69,No,Standard,48,0.69,Online Shopping,89.83,5241.04,435006.32,357870.27,7455.89,Pune
CUST0001029,70,Male,Medium,Master's,Single,718,4630.6,No,Standard,37,0.82,Electronics,125.15,4533.22,376257.26,384339.8,10387.45,Telangana
CUST0001030,54,Other,Medium,Master's,Divorced,649,4148.66,No,Gold,23,0.36,Education,180.38,4639.71,385095.93,344338.78,14971.54,Chennai
CUST0001031,27,Female,Medium,Master's,Single,341,1736.98,Yes,Standard,31,0.17,Groceries,56.03,4853.94,402877.02,144169.34,4650.49,Tamil Nadu
CUST0001032,27,Female,Low,Bachelor's,Single,666,1434.99,No,Gold,34,0.15,Other,42.21,2681.36,222552.88,119104.17,3503.43,West Bengal
CUST0001033,36,Male,Low,Bachelor's,Single,328,2790.86,No,Standard,11,0.78,Utilities,253.71,1876.55,155753.65,231641.38,21057.93,Maharashtra
CUST0001034,34,Female,Low,Bachelor's,Married,313,3637.08,No,Gold,31,0.68,Healthcare,117.33,1476.82,122576.06,301877.64,9738.39,Tamil Nadu
CUST0001035,38,Female,High,PhD,Single,784,4967.53,No,Platinum,25,0.66,Electronics,198.7,11818.65,980947.95,412304.99,16492.1,Jaipur
CUST0001036,31,Female,Low,Master's,Single,488,744.7,No,Standard,11,0.37,Utilities,67.7,2679.98,222438.34,61810.1,5619.1,Hyderabad
CUST0001037,26,Female,Low,High School,Single,594,341.53,No,Standard,29,0.4,Healthcare,11.78,1866.36,154907.88,28346.99,977.74,Rajasthan
CUST0001038,63,Male,High,Master's,Married,482,3502.34,No,Standard,42,0.87,Dining,83.39,11112.38,922327.54,290694.22,6921.37,Mumbai
CUST0001039,18,Male,High,High School,Single,847,4177.91,No,Standard,22,0.15,Travel,189.9,14759.04,1225000.32,346766.53,15761.7,West Bengal
CUST0001040,68,Female,Medium,Bachelor's,Single,336,4247.11,No,Platinum,37,0.72,Dining,114.79,5391.82,447521.06,352510.13,9527.57,Kolkata
CUST0001041,62,Male,Low,High School,Single,313,3424.47,Yes,Gold,37,0.35,Electronics,92.55,1144.04,94955.32,284231.01,7681.65,Mumbai
CUST0001042,30,Male,Low,Bachelor's,Married,458,4774.68,No,Standard,36,0.13,Dining,132.63,1816.89,150801.87,396298.44,11008.29,Telangana
CUST0001043,21,Female,Medium,Master's,Married,793,2603.92,No,Gold,29,0.69,Dining,89.79,6252.63,518968.29,216125.36,7452.57,Bangalore
CUST0001044,79,Female,Low,Bachelor's,Married,628,4577.69,No,Standard,18,0.36,Dining,254.32,1157.04,96034.32,379948.27,21108.56,Telangana
CUST0001045,18,Female,Low,High School,Divorced,382,4842.28,No,Gold,42,0.68,Groceries,115.29,1689.91,140262.53,401909.24,9569.07,Delhi
CUST0001046,66,Female,Medium,Bachelor's,Divorced,321,4251.07,No,Gold,42,0.67,Electronics,101.22,5432.01,450856.83,352838.81,8401.26,Pune
CUST0001047,57,Female,High,Bachelor's,Single,431,1617.82,No,Gold,8,0.53,Online Shopping,202.23,14294.34,1186430.22,134279.06,16785.09,Mumbai
CUST0001048,49,Male,Medium,Bachelor's,Married,764,1061.46,Yes,Standard,48,0.72,Dining,22.11,5288.26,438925.58,88101.18,1835.13,Karnataka
CUST0001049,51,Male,Medium,Bachelor's,Married,755,2785.79,No,Gold,22,0.56,Dining,126.63,3446.98,286099.34,231220.57,10510.29,Hyderabad
CUST0001050,45,Male,Medium,High School,Married,601,2319.77,No,Standard,14,0.33,Healthcare,165.7,4729.19,392522.77,192540.91,13753.1,Kolkata
CUST0001051,48,Male,Low,Bachelor's,Married,566,4401.02,No,Gold,39,0.69,Travel,112.85,1429.43,118642.69,365284.66,9366.55,West Bengal
CUST0001052,25,Female,Medium,Bachelor's,Married,694,590.16,No,Standard,39,0.57,Dining,15.13,3345.02,277636.66,48983.28,1255.79,West Bengal
CUST0001053,56,Male,Low,Master's,Married,419,1362.93,No,Standard,44,0.11,Online Shopping,30.98,2528,209824,113123.19,2571.34,Punjab
CUST0001054,43,Male,Low,High School,Married,545,3783.81,No,Gold,27,0.82,Online Shopping,140.14,1226.76,101821.08,314056.23,11631.62,Mumbai
CUST0001055,75,Male,Medium,Bachelor's,Single,337,565.43,No,Platinum,29,0.54,Travel,19.5,3787.55,314366.65,46930.69,1618.5,Delhi
CUST0001056,51,Male,Low,High School,Single,544,1671.75,No,Standard,5,0.79,Travel,334.35,2242.71,186144.93,138755.25,27751.05,Kolkata
CUST0001057,71,Male,High,Bachelor's,Single,320,1997.06,No,Platinum,22,0.81,Electronics,90.78,13290.09,1103077.47,165755.98,7534.74,Gujarat
CUST0001058,71,Male,Low,Bachelor's,Single,409,3150.71,No,Gold,19,0.46,Travel,165.83,2008.35,166693.05,261508.93,13763.89,Madhya Pradesh
CUST0001059,20,Male,Medium,Master's,Married,693,874.85,No,Gold,29,0.51,Other,30.17,6154.98,510863.34,72612.55,2504.11,West Bengal
CUST0001060,76,Male,Medium,Master's,Single,709,4316.96,No,Platinum,36,0.43,Electronics,119.92,6620.45,549497.35,358307.68,9953.36,Maharashtra
CUST0001061,67,Male,Low,Master's,Single,307,2292.96,No,Standard,24,0.46,Entertainment,95.54,2763.36,229358.88,190315.68,7929.82,Punjab
CUST0001062,29,Female,Low,Bachelor's,Divorced,743,4593.41,No,Platinum,21,0.82,Dining,218.73,2321.49,192683.67,381253.03,18154.59,Pune
CUST0001063,18,Male,Medium,Bachelor's,Married,627,2392.56,Yes,Standard,15,0.73,Online Shopping,159.5,5918.84,491263.72,198582.48,13238.5,Punjab
CUST0001064,71,Male,High,Master's,Married,589,1447.7,No,Standard,17,0.2,Entertainment,85.16,8225.15,682687.45,120159.1,7068.28,Pune
CUST0001065,61,Female,High,Bachelor's,Single,810,794.96,No,Gold,29,0.59,Dining,27.41,14557.46,1208269.18,65981.68,2275.03,Pune
CUST0001066,22,Male,Medium,High School,Single,660,118.35,No,Platinum,24,0.9,Online Shopping,4.93,4379.11,363466.13,9823.05,409.19,Delhi
CUST0001067,47,Female,Medium,Master's,Married,518,2707.57,No,Platinum,29,0.58,Online Shopping,93.36,4197.65,348404.95,224728.31,7748.88,Gujarat
CUST0001068,47,Female,Medium,Bachelor's,Married,705,625.07,No,Gold,46,0.73,Healthcare,13.59,5702.48,473305.84,51880.81,1127.97,Mumbai
CUST0001069,76,Male,Medium,High School,Single,519,2019.47,No,Gold,49,0.72,Electronics,41.21,5205.9,432089.7,167616.01,3420.43,West Bengal
CUST0001070,74,Female,Medium,Bachelor's,Divorced,406,2987.43,No,Standard,35,0.38,Education,85.36,3553.91,294974.53,247956.69,7084.88,Maharashtra
CUST0001071,34,Male,Medium,Bachelor's,Divorced,585,1450.86,Yes,Platinum,5,0.4,Healthcare,290.17,6634.11,550631.13,120421.38,24084.11,West Bengal
CUST0001072,65,Female,High,Bachelor's,Divorced,307,958.6,No,Standard,20,0.68,Entertainment,47.93,10206.55,847143.65,79563.8,3978.19,Pune
CUST0001073,64,Male,Medium,High School,Married,488,3896.14,No,Gold,32,0.5,Utilities,121.75,4831.28,400996.24,323379.62,10105.25,Maharashtra
CUST0001074,40,Female,High,High School,Single,380,4739.28,No,Gold,25,0.56,Electronics,189.57,11782.4,977939.2,393360.24,15734.31,Telangana
CUST0001075,32,Male,Medium,High School,Married,407,592.16,Yes,Gold,34,0.67,Travel,17.42,3390.11,281379.13,49149.28,1445.86,Ahmedabad
CUST0001076,54,Female,Low,Bachelor's,Married,620,862.39,No,Standard,7,0.72,Utilities,123.2,1399.4,116150.2,71578.37,10225.6,Bangalore
CUST0001077,38,Female,Low,Master's,Single,645,4804.06,No,Platinum,38,0.32,Entertainment,126.42,2194.4,182135.2,398736.98,10492.86,Pune
CUST0001078,31,Male,Medium,Bachelor's,Married,627,285.14,No,Gold,10,0.22,Dining,28.51,5781.86,479894.38,23666.62,2366.33,Rajasthan
CUST0001079,19,Male,Medium,High School,Single,601,4890.4,No,Platinum,47,0.33,Groceries,104.05,6722.97,558006.51,405903.2,8636.15,Punjab
CUST0001080,28,Female,High,High School,Married,499,122.76,No,Standard,33,0.51,Education,3.72,13361.04,1108966.32,10189.08,308.76,Ahmedabad
CUST0001081,68,Female,Low,Master's,Single,718,4380.98,No,Gold,7,0.37,Healthcare,625.85,1674.83,139010.89,363621.34,51945.55,Tamil Nadu
CUST0001082,56,Male,High,Bachelor's,Married,338,1605.89,No,Gold,37,0.55,Dining,43.4,10866.32,901904.56,133288.87,3602.2,Tamil Nadu
CUST0001083,55,Female,High,Bachelor's,Single,606,4699.09,No,Gold,15,0.14,Entertainment,313.27,14450.12,1199359.96,390024.47,26001.41,Delhi
CUST0001084,77,Other,Low,High School,Married,303,1653.03,No,Platinum,49,0.51,Electronics,33.74,2371.44,196829.52,137201.49,2800.42,Kolkata
CUST0001085,51,Female,High,Master's,Married,376,3306.1,Yes,Standard,9,0.39,Entertainment,367.34,13565.73,1125955.59,274406.3,30489.22,Uttar Pradesh
CUST0001086,55,Male,High,Bachelor's,Married,767,492.16,Yes,Standard,36,0.53,Utilities,13.67,7929.8,658173.4,40849.28,1134.61,Jaipur
CUST0001087,67,Female,Medium,High School,Divorced,478,1287.42,No,Standard,22,0.44,Groceries,58.52,6138.06,509458.98,106855.86,4857.16,Karnataka
CUST0001088,51,Male,Medium,High School,Married,575,3891.03,No,Standard,24,0.33,Utilities,162.13,3465.64,287648.12,322955.49,13456.79,Rajasthan
CUST0001089,35,Other,High,Bachelor's,Divorced,451,2690.56,No,Platinum,43,0.82,Electronics,62.57,8506.74,706059.42,223316.48,5193.31,Karnataka
CUST0001090,47,Female,Medium,Master's,Single,463,4647.05,No,Standard,44,0.25,Online Shopping,105.61,4063.9,337303.7,385705.15,8765.63,Maharashtra
CUST0001091,32,Male,Medium,Master's,Single,589,2200.88,No,Standard,32,0.65,Utilities,68.78,3205.84,266084.72,182673.04,5708.74,Jaipur
CUST0001092,44,Female,High,Bachelor's,Single,677,4362.08,No,Standard,17,0.84,Other,256.59,11457.91,951006.53,362052.64,21296.97,Uttar Pradesh
CUST0001093,68,Male,Medium,Master's,Single,609,2299.88,No,Gold,30,0.53,Online Shopping,76.66,6810.27,565252.41,190890.04,6362.78,Kolkata
CUST0001094,51,Other,Medium,High School,Married,688,4898.32,No,Standard,20,0.8,Travel,244.92,4805.84,398884.72,406560.56,20328.36,Punjab
CUST0001095,69,Other,Low,Bachelor's,Single,482,4803.19,No,Standard,29,0.2,Dining,165.63,2495.21,207102.43,398664.77,13747.29,Karnataka
CUST0001096,74,Female,Medium,Bachelor's,Married,605,1712.77,No,Standard,14,0.5,Electronics,122.34,5085.56,422101.48,142159.91,10154.22,West Bengal
CUST0001097,55,Male,Low,High School,Married,371,4441.03,No,Standard,33,0.47,Entertainment,134.58,1592.76,132199.08,368605.49,11170.14,Lucknow
CUST0001098,50,Female,High,Master's,Married,518,4253.3,No,Platinum,42,0.11,Travel,101.27,12388.77,1028267.91,353023.9,8405.41,Tamil Nadu
CUST0001099,41,Male,Medium,High School,Married,472,1132.33,No,Standard,24,0.45,Utilities,47.18,5901.36,489812.88,93983.39,3915.94,Bangalore
CUST0001100,32,Male,Low,Bachelor's,Married,571,3159.02,No,Gold,30,0.4,Dining,105.3,1142.4,94819.2,262198.66,8739.9,Maharashtra
CUST0001101,77,Female,Medium,Bachelor's,Single,767,456.14,No,Platinum,36,0.64,Online Shopping,12.67,3450.24,286369.92,37859.62,1051.61,Mumbai
CUST0001102,47,Male,Low,Bachelor's,Single,568,4199.88,Yes,Gold,43,0.85,Other,97.67,1905.37,158145.71,348590.04,8106.61,Uttar Pradesh
CUST0001103,72,Male,Medium,Bachelor's,Married,319,955.27,No,Platinum,42,0.17,Online Shopping,22.74,3605.32,299241.56,79287.41,1887.42,Lucknow
CUST0001104,59,Other,High,High School,Married,802,446.99,No,Platinum,28,0.36,Healthcare,15.96,7286.8,604804.4,37100.17,1324.68,Jaipur
CUST0001105,68,Male,High,Master's,Married,446,2061.07,No,Standard,35,0.46,Electronics,58.89,9237.83,766739.89,171068.81,4887.87,Madhya Pradesh
CUST0001106,34,Male,Low,Bachelor's,Married,728,2926.92,No,Gold,44,0.46,Online Shopping,66.52,1096.55,91013.65,242934.36,5521.16,Mumbai
CUST0001107,22,Female,Low,Bachelor's,Married,464,4289.09,No,Standard,16,0.72,Groceries,268.07,1372.26,113897.58,355994.47,22249.81,Lucknow
CUST0001108,46,Male,High,PhD,Married,609,4873.79,No,Standard,40,0.45,Electronics,121.84,14060.96,1167059.68,404524.57,10112.72,Pune
CUST0001109,21,Female,High,Master's,Single,817,2253.51,No,Platinum,14,0.12,Healthcare,160.96,13783.01,1143989.83,187041.33,13359.68,Lucknow
CUST0001110,27,Other,Medium,High School,Married,313,396.19,No,Gold,10,0.67,Electronics,39.62,6812.05,565400.15,32883.77,3288.46,Maharashtra
CUST0001111,73,Female,Medium,Master's,Married,431,3770.67,No,Gold,11,0.81,Electronics,342.79,3406.48,282737.84,312965.61,28451.57,Gujarat
CUST0001112,34,Female,Medium,High School,Single,738,2869.35,Yes,Gold,35,0.51,Other,81.98,6151.74,510594.42,238156.05,6804.34,Jaipur
CUST0001113,27,Male,High,High School,Single,562,2294.67,Yes,Standard,31,0.56,Other,74.02,9680.77,803503.91,190457.61,6143.66,Chennai
CUST0001114,34,Male,Medium,Bachelor's,Married,524,1615.42,Yes,Platinum,12,0.23,Entertainment,134.62,4722.15,391938.45,134079.86,11173.46,Hyderabad
CUST0001115,77,Female,Low,PhD,Single,557,2561.75,No,Standard,7,0.28,Online Shopping,365.96,2272.98,188657.34,212625.25,30374.68,Punjab
CUST0001116,37,Female,Low,High School,Single,533,1759.53,No,Standard,44,0.29,Utilities,39.99,1461.39,121295.37,146040.99,3319.17,West Bengal
CUST0001117,41,Female,High,Bachelor's,Married,635,3809.36,No,Platinum,25,0.44,Utilities,152.37,11038.88,916227.04,316176.88,12646.71,Ahmedabad
CUST0001118,22,Male,Low,High School,Single,708,2765.08,No,Standard,5,0.84,Other,553.02,2742.37,227616.71,229501.64,45900.66,Uttar Pradesh
CUST0001119,51,Male,Medium,Master's,Married,323,4396.55,No,Gold,49,0.52,Dining,89.73,4783.72,397048.76,364913.65,7447.59,Mumbai
CUST0001120,23,Male,Medium,Bachelor's,Single,570,2763.37,No,Gold,19,0.25,Dining,145.44,6993.98,580500.34,229359.71,12071.52,Telangana
CUST0001121,70,Female,Low,Bachelor's,Married,394,1267.49,No,Standard,11,0.31,Dining,115.23,2745.6,227884.8,105201.67,9564.09,Karnataka
CUST0001122,19,Male,Low,High School,Married,441,4270.35,No,Platinum,19,0.41,Dining,224.76,1244.02,103253.66,354439.05,18655.08,Karnataka
CUST0001123,30,Female,High,Master's,Married,380,2830.37,No,Gold,29,0.6,Travel,97.6,12911.24,1071632.92,234920.71,8100.8,Madhya Pradesh
CUST0001124,79,Female,High,PhD,Single,573,1113.52,No,Standard,7,0.45,Utilities,159.07,13060.65,1084033.95,92422.16,13202.81,Kolkata
CUST0001125,60,Male,High,Bachelor's,Married,575,3155.19,Yes,Standard,34,0.41,Dining,92.8,12957.33,1075458.39,261880.77,7702.4,Delhi
CUST0001126,60,Female,High,Bachelor's,Married,764,1852.81,No,Platinum,18,0.55,Healthcare,102.93,7160.19,594295.77,153783.23,8543.19,Chennai
CUST0001127,65,Male,Medium,Master's,Married,507,4237.59,No,Standard,8,0.29,Utilities,529.7,6412.85,532266.55,351719.97,43965.1,Rajasthan
CUST0001128,28,Female,High,High School,Married,595,2321.17,Yes,Platinum,40,0.16,Electronics,58.03,13641.27,1132225.41,192657.11,4816.49,Pune
CUST0001129,68,Female,Medium,Master's,Married,338,3659.56,No,Standard,7,0.12,Online Shopping,522.79,3047.22,252919.26,303743.48,43391.57,Jaipur
CUST0001130,64,Female,Medium,Master's,Divorced,587,568.13,No,Gold,9,0.3,Electronics,63.13,5129.58,425755.14,47154.79,5239.79,Delhi
CUST0001131,74,Female,High,High School,Single,423,2040.52,Yes,Platinum,29,0.17,Utilities,70.36,11920.43,989395.69,169363.16,5839.88,Pune
CUST0001132,40,Male,Low,Bachelor's,Single,582,4917.88,No,Standard,35,0.37,Entertainment,140.51,2857.45,237168.35,408184.04,11662.33,Tamil Nadu
CUST0001133,72,Male,Medium,High School,Married,479,4061.46,No,Gold,15,0.72,Groceries,270.76,3087.58,256269.14,337101.18,22473.08,Karnataka
CUST0001134,33,Female,Medium,Bachelor's,Single,396,883.71,Yes,Gold,12,0.67,Other,73.64,5999.23,497936.09,73347.93,6112.12,Maharashtra
CUST0001135,48,Male,Low,Bachelor's,Divorced,490,1461.04,No,Gold,30,0.59,Utilities,48.7,2338.86,194125.38,121266.32,4042.1,Punjab
CUST0001136,28,Male,Low,Bachelor's,Married,373,1716.1,No,Gold,6,0.78,Education,286.02,1609.27,133569.41,142436.3,23739.66,Hyderabad
CUST0001137,71,Male,High,Bachelor's,Married,746,3286.79,No,Gold,32,0.33,Dining,102.71,9550.25,792670.75,272803.57,8524.93,West Bengal
CUST0001138,33,Female,High,Bachelor's,Single,796,3809.27,No,Gold,14,0.81,Groceries,272.09,7626.89,633031.87,316169.41,22583.47,Jaipur
CUST0001139,25,Male,Medium,Bachelor's,Single,783,3772.68,No,Platinum,43,0.42,Other,87.74,6720.26,557781.58,313132.44,7282.42,Maharashtra
CUST0001140,21,Female,Low,High School,Married,415,2598.38,No,Gold,41,0.42,Travel,63.38,2265.37,188025.71,215665.54,5260.54,Lucknow
CUST0001141,57,Other,Low,Master's,Divorced,834,4073.02,No,Standard,43,0.42,Travel,94.72,1436.76,119251.08,338060.66,7861.76,Jaipur
CUST0001142,21,Male,High,High School,Divorced,397,2241.68,No,Platinum,25,0.18,Education,89.67,8117.39,673743.37,186059.44,7442.61,Pune
CUST0001143,73,Male,Medium,Master's,Single,627,707.01,No,Standard,32,0.88,Healthcare,22.09,3746.04,310921.32,58681.83,1833.47,Maharashtra
CUST0001144,42,Male,Medium,Bachelor's,Single,706,2865.77,No,Standard,42,0.21,Electronics,68.23,5360.39,444912.37,237858.91,5663.09,Uttar Pradesh
CUST0001145,20,Female,Medium,Bachelor's,Single,612,4766.28,No,Standard,37,0.37,Online Shopping,128.82,3203.54,265893.82,395601.24,10692.06,Karnataka
CUST0001146,49,Male,Medium,Master's,Married,447,3985.67,No,Standard,15,0.36,Electronics,265.71,6258.53,519457.99,330810.61,22053.93,Pune
CUST0001147,20,Male,Medium,Bachelor's,Single,641,2935.63,No,Standard,49,0.16,Other,59.91,4098.44,340170.52,243657.29,4972.53,Ahmedabad
CUST0001148,44,Male,High,Bachelor's,Single,794,3269.35,No,Standard,48,0.22,Utilities,68.11,7590.83,630038.89,271356.05,5653.13,Pune
CUST0001149,46,Female,Medium,High School,Single,322,4659.75,No,Standard,5,0.14,Electronics,931.95,6688.12,555113.96,386759.25,77351.85,Gujarat
CUST0001150,49,Male,Medium,Bachelor's,Single,404,2198.88,No,Gold,37,0.33,Entertainment,59.43,5930.33,492217.39,182507.04,4932.69,Hyderabad
CUST0001151,67,Female,Medium,High School,Divorced,521,1723.83,No,Standard,7,0.79,Electronics,246.26,4987.87,413993.21,143077.89,20439.58,Madhya Pradesh
CUST0001152,78,Female,Medium,High School,Married,314,4888.48,No,Standard,30,0.37,Dining,162.95,6066.59,503526.97,405743.84,13524.85,Rajasthan
CUST0001153,75,Male,Medium,Bachelor's,Single,377,4330.87,No,Standard,19,0.2,Electronics,227.94,3523.31,292434.73,359462.21,18919.02,Pune
CUST0001154,68,Female,Low,High School,Single,621,1682.91,No,Standard,45,0.62,Education,37.4,1694.35,140631.05,139681.53,3104.2,West Bengal
CUST0001155,36,Male,Medium,Bachelor's,Single,540,2372.52,No,Standard,18,0.9,Travel,131.81,3108.56,258010.48,196919.16,10940.23,Jaipur
CUST0001156,38,Female,Low,High School,Single,317,2133.88,No,Gold,27,0.29,Dining,79.03,2675.91,222100.53,177112.04,6559.49,Madhya Pradesh
CUST0001157,22,Female,High,High School,Single,753,830.57,No,Platinum,12,0.32,Other,69.21,14401.1,1195291.3,68937.31,5744.43,Pune
CUST0001158,35,Female,Medium,High School,Married,742,4793.31,No,Platinum,40,0.88,Entertainment,119.83,6785.2,563171.6,397844.73,9945.89,Punjab
CUST0001159,45,Male,High,PhD,Single,576,2081.13,No,Platinum,24,0.24,Healthcare,86.71,11539.19,957752.77,172733.79,7196.93,Uttar Pradesh
CUST0001160,59,Male,Low,High School,Single,723,4389.11,No,Standard,10,0.51,Electronics,438.91,1192.22,98954.26,364296.13,36429.53,Chennai
CUST0001161,78,Male,Medium,Bachelor's,Single,775,1027.85,No,Standard,37,0.29,Utilities,27.78,6581.93,546300.19,85311.55,2305.74,Pune
CUST0001162,39,Male,Medium,High School,Married,326,2784.57,No,Standard,32,0.85,Entertainment,87.02,6745.58,559883.14,231119.31,7222.66,Kolkata
CUST0001163,38,Male,Medium,Master's,Married,813,217.41,No,Gold,42,0.89,Travel,5.18,4965.7,412153.1,18045.03,429.94,Delhi
CUST0001164,23,Male,Medium,High School,Married,763,3844.68,No,Standard,34,0.75,Dining,113.08,3440.04,285523.32,319108.44,9385.64,Pune
CUST0001165,18,Male,Medium,PhD,Married,662,2946.48,No,Gold,47,0.35,Online Shopping,62.69,4866.2,403894.6,244557.84,5203.27,Jaipur
CUST0001166,22,Male,Medium,Bachelor's,Married,682,3165.39,No,Standard,21,0.42,Education,150.73,5224.74,433653.42,262727.37,12510.59,West Bengal
CUST0001167,58,Female,Low,High School,Single,824,353.43,No,Standard,13,0.29,Entertainment,27.19,1102.82,91534.06,29334.69,2256.77,Telangana
CUST0001168,29,Male,Low,Master's,Divorced,681,1134.09,No,Platinum,32,0.81,Healthcare,35.44,2380.06,197544.98,94129.47,2941.52,Telangana
CUST0001169,43,Male,Medium,Bachelor's,Single,483,464.22,No,Gold,11,0.83,Healthcare,42.2,6670.34,553638.22,38530.26,3502.6,Karnataka
CUST0001170,63,Male,Medium,Bachelor's,Married,493,1515.68,No,Platinum,32,0.44,Groceries,47.36,4586.06,380642.98,125801.44,3930.88,Madhya Pradesh
CUST0001171,51,Male,Low,Master's,Married,761,3174.45,No,Gold,21,0.63,Healthcare,151.16,1422.4,118059.2,263479.35,12546.28,Karnataka
CUST0001172,66,Other,Low,Master's,Married,355,2874.31,No,Platinum,44,0.23,Education,65.33,2591.4,215086.2,238567.73,5422.39,Gujarat
CUST0001173,31,Male,Low,Bachelor's,Divorced,529,3099.53,Yes,Gold,48,0.45,Other,64.57,1958.34,162542.22,257260.99,5359.31,Maharashtra
CUST0001174,43,Female,Medium,Bachelor's,Married,788,2791.33,No,Platinum,48,0.61,Other,58.15,4424.69,367249.27,231680.39,4826.45,Telangana
CUST0001175,62,Other,Medium,Master's,Married,327,1437.84,No,Standard,9,0.41,Dining,159.76,6506.08,540004.64,119340.72,13260.08,Maharashtra
CUST0001176,44,Female,High,Bachelor's,Married,483,1298.09,No,Gold,9,0.39,Entertainment,144.23,12457.86,1034002.38,107741.47,11971.09,Pune
CUST0001177,26,Female,High,Master's,Divorced,724,771.59,No,Gold,18,0.1,Other,42.87,8550.05,709654.15,64041.97,3558.21,Pune
CUST0001178,43,Female,Medium,Bachelor's,Divorced,674,4260.45,No,Standard,10,0.74,Healthcare,426.04,3717.49,308551.67,353617.35,35361.32,Lucknow
CUST0001179,74,Other,Low,High School,Married,340,3120.75,No,Platinum,11,0.81,Entertainment,283.7,1793.22,148837.26,259022.25,23547.1,Uttar Pradesh
CUST0001180,64,Female,Low,Master's,Married,783,1013.9,No,Platinum,21,0.88,Healthcare,48.28,1970.21,163527.43,84153.7,4007.24,Gujarat
CUST0001181,74,Female,Low,High School,Single,559,968.33,No,Standard,13,0.68,Healthcare,74.49,2485.61,206305.63,80371.39,6182.67,Uttar Pradesh
CUST0001182,39,Female,High,Bachelor's,Single,740,4377.87,No,Standard,35,0.54,Online Shopping,125.08,12729.87,1056579.21,363363.21,10381.64,Delhi
CUST0001183,64,Female,Medium,Bachelor's,Married,383,3739.38,No,Standard,26,0.32,Other,143.82,6448.43,535219.69,310368.54,11937.06,Delhi
CUST0001184,73,Female,Low,Bachelor's,Divorced,345,3331.06,No,Platinum,49,0.9,Electronics,67.98,1527.92,126817.36,276477.98,5642.34,Madhya Pradesh
CUST0001185,47,Male,Medium,High School,Married,739,2093.63,No,Gold,13,0.57,Online Shopping,161.05,5663.2,470045.6,173771.29,13367.15,Chennai
CUST0001186,60,Male,Medium,Master's,Divorced,818,1383.68,No,Standard,20,0.64,Entertainment,69.18,3586.39,297670.37,114845.44,5741.94,Tamil Nadu
CUST0001187,65,Male,Medium,Bachelor's,Married,737,4899.31,No,Gold,40,0.65,Groceries,122.48,5698.9,473008.7,406642.73,10165.84,Ahmedabad
CUST0001188,78,Male,Low,Bachelor's,Single,435,4006.47,No,Standard,38,0.78,Entertainment,105.43,2417.85,200681.55,332537.01,8750.69,Kolkata
CUST0001189,34,Male,High,Master's,Single,482,1578.72,No,Gold,49,0.11,Groceries,32.22,7820.85,649130.55,131033.76,2674.26,Jaipur
CUST0001190,43,Male,Medium,Bachelor's,Single,471,4253.07,No,Standard,17,0.28,Electronics,250.18,5584.11,463481.13,353004.81,20764.94,Kolkata
CUST0001191,53,Female,Low,High School,Single,838,3818.77,No,Standard,23,0.63,Entertainment,166.03,1514.74,125723.42,316957.91,13780.49,Telangana
CUST0001192,18,Male,High,High School,Married,419,1555.69,No,Gold,16,0.82,Online Shopping,97.23,12089.45,1003424.35,129122.27,8070.09,Ahmedabad
